date,product,types,price,predicted_price,discount,festivals
2024-11-23,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-23,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-23,product4,sport,3454.76,3454.76,0.0,nan
2024-11-23,product6,toy,121.67,121.67,0.0,nan
2024-11-23,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-23,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-23,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-24,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-24,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-24,product6,toy,121.67,121.67,0.0,nan
2024-11-24,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-24,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-24,product4,sport,3454.76,3454.76,0.0,nan
2024-11-24,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-25,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-25,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-25,product6,toy,121.67,121.67,0.0,nan
2024-11-25,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-25,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-25,product4,sport,3454.76,3454.76,0.0,nan
2024-11-25,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-26,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-26,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-26,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-26,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-26,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-26,product6,toy,121.67,121.67,0.0,nan
2024-11-26,product4,sport,3454.76,3454.76,0.0,nan
2024-11-27,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-27,product4,sport,3454.76,3454.76,0.0,nan
2024-11-27,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-27,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-27,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-27,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-27,product6,toy,121.67,121.67,0.0,nan
2024-11-28,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-28,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-28,product2,"watch,sport",426.41,426.41,0.0,nan
2024-11-28,product6,toy,121.67,121.67,0.0,nan
2024-11-28,product4,sport,3454.76,3454.76,0.0,nan
2024-11-28,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-28,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-29,Mango Fruit,fruit,12.48,12.48,0.0,Black Friday
2024-11-29,product5,"toy,watch",7.35,3.84,47.78,Black Friday
2024-11-29,product6,toy,121.67,121.67,0.0,Black Friday
2024-11-29,product3,"phone,sport",210.84,119.24,43.45,Black Friday
2024-11-29,product4,sport,3454.76,3454.76,0.0,Black Friday
2024-11-29,Durian Fruit,fruit,28.06,28.06,0.0,Black Friday
2024-11-29,product2,"watch,sport",426.41,235.14,44.86,Black Friday
2024-11-30,Durian Fruit,fruit,28.06,28.06,0.0,nan
2024-11-30,Mango Fruit,fruit,12.48,12.48,0.0,nan
2024-11-30,product5,"toy,watch",7.35,7.35,0.0,nan
2024-11-30,product3,"phone,sport",210.84,210.84,0.0,nan
2024-11-30,product4,sport,3454.76,3454.76,0.0,nan
2024-11-30,product6,toy,121.67,121.67,0.0,nan
2024-11-30,product2,"watch,sport",426.41,426.41,0.0,nan
2024-12-01,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-01,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-01,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-01,product4,sport,3472.61,3472.61,0.0,nan
2024-12-01,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-01,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-01,product6,toy,133.56,133.56,0.0,nan
2024-12-02,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-02,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-02,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-02,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-02,product4,sport,3472.61,3472.61,0.0,nan
2024-12-02,product6,toy,133.56,133.56,0.0,nan
2024-12-02,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-03,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-03,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-03,product4,sport,3472.61,3472.61,0.0,nan
2024-12-03,product6,toy,133.56,133.56,0.0,nan
2024-12-03,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-03,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-03,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-04,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-04,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-04,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-04,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-04,product6,toy,133.56,133.56,0.0,nan
2024-12-04,product4,sport,3472.61,3472.61,0.0,nan
2024-12-04,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-05,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-05,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-05,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-05,product6,toy,133.56,133.56,0.0,nan
2024-12-05,product4,sport,3472.61,3472.61,0.0,nan
2024-12-05,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-05,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-06,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-06,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-06,product4,sport,3472.61,3472.61,0.0,nan
2024-12-06,product6,toy,133.56,133.56,0.0,nan
2024-12-06,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-06,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-06,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-07,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-07,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-07,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-07,product4,sport,3472.61,3472.61,0.0,nan
2024-12-07,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-07,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-07,product6,toy,133.56,133.56,0.0,nan
2024-12-08,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-08,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-08,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-08,product4,sport,3472.61,3472.61,0.0,nan
2024-12-08,product6,toy,133.56,133.56,0.0,nan
2024-12-08,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-08,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-09,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-09,product6,toy,133.56,133.56,0.0,nan
2024-12-09,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-09,product4,sport,3472.61,3472.61,0.0,nan
2024-12-09,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-09,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-09,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-10,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-10,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-10,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-10,product6,toy,133.56,133.56,0.0,nan
2024-12-10,product4,sport,3472.61,3472.61,0.0,nan
2024-12-10,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-10,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-11,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-11,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-11,product4,sport,3472.61,3472.61,0.0,nan
2024-12-11,product6,toy,133.56,133.56,0.0,nan
2024-12-11,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-11,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-11,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-12,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-12,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-12,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-12,product4,sport,3472.61,3472.61,0.0,nan
2024-12-12,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-12,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-12,product6,toy,133.56,133.56,0.0,nan
2024-12-13,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-13,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-13,product6,toy,133.56,133.56,0.0,nan
2024-12-13,product4,sport,3472.61,3472.61,0.0,nan
2024-12-13,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-13,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-13,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-14,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-14,product6,toy,133.56,133.56,0.0,nan
2024-12-14,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-14,product4,sport,3472.61,3472.61,0.0,nan
2024-12-14,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-14,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-14,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-15,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-15,product4,sport,3472.61,3472.61,0.0,nan
2024-12-15,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-15,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-15,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-15,product6,toy,133.56,133.56,0.0,nan
2024-12-15,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-16,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-16,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-16,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-16,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-16,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-16,product6,toy,133.56,133.56,0.0,nan
2024-12-16,product4,sport,3472.61,3472.61,0.0,nan
2024-12-17,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-17,product4,sport,3472.61,3472.61,0.0,nan
2024-12-17,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-17,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-17,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-17,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-17,product6,toy,133.56,133.56,0.0,nan
2024-12-18,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-18,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-18,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-18,product6,toy,133.56,133.56,0.0,nan
2024-12-18,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-18,product4,sport,3472.61,3472.61,0.0,nan
2024-12-18,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-19,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-19,product6,toy,133.56,133.56,0.0,nan
2024-12-19,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-19,product4,sport,3472.61,3472.61,0.0,nan
2024-12-19,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-19,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-19,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-20,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-20,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-20,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-20,product6,toy,133.56,133.56,0.0,nan
2024-12-20,product4,sport,3472.61,3472.61,0.0,nan
2024-12-20,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-20,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-21,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-21,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-21,product4,sport,3472.61,3472.61,0.0,nan
2024-12-21,product6,toy,133.56,133.56,0.0,nan
2024-12-21,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-21,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-21,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-22,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-22,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-22,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-22,product4,sport,3472.61,3472.61,0.0,nan
2024-12-22,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-22,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-22,product6,toy,133.56,133.56,0.0,nan
2024-12-23,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-23,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-23,product6,toy,133.56,133.56,0.0,nan
2024-12-23,product4,sport,3472.61,3472.61,0.0,nan
2024-12-23,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-23,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-23,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-24,Mango Fruit,fruit,12.74,12.74,0.0,nan
2024-12-24,product6,toy,133.56,133.56,0.0,nan
2024-12-24,product5,"toy,watch",7.01,7.01,0.0,nan
2024-12-24,product4,sport,3472.61,3472.61,0.0,nan
2024-12-24,product3,"phone,sport",194.18,194.18,0.0,nan
2024-12-24,Durian Fruit,fruit,23.67,23.67,0.0,nan
2024-12-24,product2,"watch,sport",451.82,451.82,0.0,nan
2024-12-25,product2,"watch,sport",451.82,362.54,19.76,Christmas
2024-12-25,product4,sport,3472.61,3472.61,0.0,Christmas
2024-12-25,product3,"phone,sport",194.18,161.93,16.61,Christmas
2024-12-25,Durian Fruit,fruit,23.67,23.67,0.0,Christmas
2024-12-25,product5,"toy,watch",7.01,6.05,13.74,Christmas
2024-12-25,product6,toy,133.56,133.56,0.0,Christmas
2024-12-25,Mango Fruit,fruit,12.74,12.74,0.0,Christmas
2024-12-26,product6,toy,133.56,133.56,0.0,Christmas
2024-12-26,product2,"watch,sport",451.82,396.97,12.14,Christmas
2024-12-26,product3,"phone,sport",194.18,170.29,12.3,Christmas
2024-12-26,Durian Fruit,fruit,23.67,23.67,0.0,Christmas
2024-12-26,product5,"toy,watch",7.01,5.85,16.56,Christmas
2024-12-26,Mango Fruit,fruit,12.74,12.74,0.0,Christmas
2024-12-26,product4,sport,3472.61,3472.61,0.0,Christmas
2024-12-27,Durian Fruit,fruit,23.67,23.67,0.0,Christmas
2024-12-27,product2,"watch,sport",451.82,376.44,16.68,Christmas
2024-12-27,product3,"phone,sport",194.18,159.09,18.07,Christmas
2024-12-27,product4,sport,3472.61,3472.61,0.0,Christmas
2024-12-27,product5,"toy,watch",7.01,5.97,14.85,Christmas
2024-12-27,Mango Fruit,fruit,12.74,12.74,0.0,Christmas
2024-12-27,product6,toy,133.56,133.56,0.0,Christmas
2024-12-28,product5,"toy,watch",7.01,6.16,12.18,Christmas
2024-12-28,Durian Fruit,fruit,23.67,23.67,0.0,Christmas
2024-12-28,product2,"watch,sport",451.82,379.67,15.97,Christmas
2024-12-28,product4,sport,3472.61,3472.61,0.0,Christmas
2024-12-28,product6,toy,133.56,133.56,0.0,Christmas
2024-12-28,Mango Fruit,fruit,12.74,12.74,0.0,Christmas
2024-12-28,product3,"phone,sport",194.18,168.87,13.03,Christmas
2024-12-29,product5,"toy,watch",7.01,6.18,11.87,Christmas
2024-12-29,Mango Fruit,fruit,12.74,12.74,0.0,Christmas
2024-12-29,product6,toy,133.56,133.56,0.0,Christmas
2024-12-29,product4,sport,3472.61,3472.61,0.0,Christmas
2024-12-29,product2,"watch,sport",451.82,367.78,18.6,Christmas
2024-12-29,Durian Fruit,fruit,23.67,23.67,0.0,Christmas
2024-12-29,product3,"phone,sport",194.18,157.18,19.05,Christmas
2024-12-30,Durian Fruit,fruit,23.67,23.67,0.0,"Christmas,Year-End Sale"
2024-12-30,product2,"watch,sport",451.82,363.53,19.54,"Christmas,Year-End Sale"
2024-12-30,product3,"phone,sport",194.18,172.78,11.02,"Christmas,Year-End Sale"
2024-12-30,product6,toy,133.56,133.56,0.0,"Christmas,Year-End Sale"
2024-12-30,Mango Fruit,fruit,12.74,12.74,0.0,"Christmas,Year-End Sale"
2024-12-30,product5,"toy,watch",7.01,4.98,29.01,"Christmas,Year-End Sale"
2024-12-30,product4,sport,3472.61,3472.61,0.0,"Christmas,Year-End Sale"
2024-12-31,Durian Fruit,fruit,23.67,23.67,0.0,"Christmas,Year-End Sale"
2024-12-31,product2,"watch,sport",451.82,351.88,22.12,"Christmas,Year-End Sale"
2024-12-31,product4,sport,3472.61,3472.61,0.0,"Christmas,Year-End Sale"
2024-12-31,product6,toy,133.56,133.56,0.0,"Christmas,Year-End Sale"
2024-12-31,product5,"toy,watch",7.01,5.09,27.32,"Christmas,Year-End Sale"
2024-12-31,Mango Fruit,fruit,12.74,12.74,0.0,"Christmas,Year-End Sale"
2024-12-31,product3,"phone,sport",194.18,159.81,17.7,"Christmas,Year-End Sale"
2025-01-01,Durian Fruit,fruit,25.6,25.6,0.0,Year-End Sale
2025-01-01,product2,"watch,sport",499.9,409.83,18.02,Year-End Sale
2025-01-01,product3,"phone,sport",218.24,218.24,0.0,Year-End Sale
2025-01-01,product4,sport,3849.07,3849.07,0.0,Year-End Sale
2025-01-01,product5,"toy,watch",6.96,4.98,28.5,Year-End Sale
2025-01-01,Mango Fruit,fruit,11.7,11.7,0.0,Year-End Sale
2025-01-01,product6,toy,126.69,126.69,0.0,Year-End Sale
2025-01-02,Durian Fruit,fruit,25.6,25.6,0.0,Year-End Sale
2025-01-02,product3,"phone,sport",218.24,218.24,0.0,Year-End Sale
2025-01-02,product5,"toy,watch",6.96,4.93,29.14,Year-End Sale
2025-01-02,product2,"watch,sport",499.9,349.06,30.17,Year-End Sale
2025-01-02,Mango Fruit,fruit,11.7,11.7,0.0,Year-End Sale
2025-01-02,product6,toy,126.69,126.69,0.0,Year-End Sale
2025-01-02,product4,sport,3849.07,3849.07,0.0,Year-End Sale
2025-01-03,product6,toy,126.69,126.69,0.0,Year-End Sale
2025-01-03,product2,"watch,sport",499.9,331.09,33.77,Year-End Sale
2025-01-03,product4,sport,3849.07,3849.07,0.0,Year-End Sale
2025-01-03,product5,"toy,watch",6.96,5.06,27.24,Year-End Sale
2025-01-03,Durian Fruit,fruit,25.6,25.6,0.0,Year-End Sale
2025-01-03,product3,"phone,sport",218.24,218.24,0.0,Year-End Sale
2025-01-03,Mango Fruit,fruit,11.7,11.7,0.0,Year-End Sale
2025-01-04,Durian Fruit,fruit,25.6,25.6,0.0,Year-End Sale
2025-01-04,product4,sport,3849.07,3849.07,0.0,Year-End Sale
2025-01-04,product6,toy,126.69,126.69,0.0,Year-End Sale
2025-01-04,product3,"phone,sport",218.24,218.24,0.0,Year-End Sale
2025-01-04,product5,"toy,watch",6.96,4.83,30.62,Year-End Sale
2025-01-04,Mango Fruit,fruit,11.7,11.7,0.0,Year-End Sale
2025-01-04,product2,"watch,sport",499.9,304.28,39.13,Year-End Sale
2025-01-05,product6,toy,126.69,126.69,0.0,Year-End Sale
2025-01-05,Mango Fruit,fruit,11.7,11.7,0.0,Year-End Sale
2025-01-05,product5,"toy,watch",6.96,5.65,18.79,Year-End Sale
2025-01-05,product4,sport,3849.07,3849.07,0.0,Year-End Sale
2025-01-05,product3,"phone,sport",218.24,218.24,0.0,Year-End Sale
2025-01-05,product2,"watch,sport",499.9,379.51,24.08,Year-End Sale
2025-01-05,Durian Fruit,fruit,25.6,25.6,0.0,Year-End Sale
2025-01-06,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-06,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-06,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-06,product6,toy,126.69,126.69,0.0,nan
2025-01-06,product4,sport,3849.07,3849.07,0.0,nan
2025-01-06,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-06,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-07,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-07,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-07,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-07,product4,sport,3849.07,3849.07,0.0,nan
2025-01-07,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-07,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-07,product6,toy,126.69,126.69,0.0,nan
2025-01-08,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-08,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-08,product4,sport,3849.07,3849.07,0.0,nan
2025-01-08,product6,toy,126.69,126.69,0.0,nan
2025-01-08,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-08,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-08,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-09,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-09,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-09,product4,sport,3849.07,3849.07,0.0,nan
2025-01-09,product6,toy,126.69,126.69,0.0,nan
2025-01-09,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-09,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-09,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-10,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-10,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-10,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-10,product4,sport,3849.07,3849.07,0.0,nan
2025-01-10,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-10,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-10,product6,toy,126.69,126.69,0.0,nan
2025-01-11,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-11,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-11,product4,sport,3849.07,3849.07,0.0,nan
2025-01-11,product6,toy,126.69,126.69,0.0,nan
2025-01-11,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-11,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-11,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-12,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-12,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-12,product6,toy,126.69,126.69,0.0,nan
2025-01-12,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-12,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-12,product4,sport,3849.07,3849.07,0.0,nan
2025-01-12,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-13,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-13,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-13,product6,toy,126.69,126.69,0.0,nan
2025-01-13,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-13,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-13,product4,sport,3849.07,3849.07,0.0,nan
2025-01-13,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-14,product6,toy,126.69,126.69,0.0,nan
2025-01-14,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-14,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-14,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-14,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-14,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-14,product4,sport,3849.07,3849.07,0.0,nan
2025-01-15,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-15,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-15,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-15,product4,sport,3849.07,3849.07,0.0,nan
2025-01-15,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-15,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-15,product6,toy,126.69,126.69,0.0,nan
2025-01-16,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-16,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-16,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-16,product4,sport,3849.07,3849.07,0.0,nan
2025-01-16,product6,toy,126.69,126.69,0.0,nan
2025-01-16,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-16,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-17,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-17,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-17,product6,toy,126.69,126.69,0.0,nan
2025-01-17,product4,sport,3849.07,3849.07,0.0,nan
2025-01-17,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-17,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-17,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-18,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-18,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-18,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-18,product6,toy,126.69,126.69,0.0,nan
2025-01-18,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-18,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-18,product4,sport,3849.07,3849.07,0.0,nan
2025-01-19,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-19,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-19,product4,sport,3849.07,3849.07,0.0,nan
2025-01-19,product6,toy,126.69,126.69,0.0,nan
2025-01-19,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-19,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-19,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-20,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-20,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-20,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-20,product4,sport,3849.07,3849.07,0.0,nan
2025-01-20,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-20,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-20,product6,toy,126.69,126.69,0.0,nan
2025-01-21,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-21,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-21,product4,sport,3849.07,3849.07,0.0,nan
2025-01-21,product6,toy,126.69,126.69,0.0,nan
2025-01-21,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-21,product5,"toy,watch",6.96,6.96,0.0,nan
2025-01-21,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-22,product2,"watch,sport",499.9,499.9,0.0,nan
2025-01-22,product3,"phone,sport",218.24,218.24,0.0,nan
2025-01-22,product6,toy,126.69,126.69,0.0,nan
2025-01-22,Durian Fruit,fruit,25.6,25.6,0.0,nan
2025-01-22,Mango Fruit,fruit,11.7,11.7,0.0,nan
2025-01-22,product4,sport,3849.07,3849.07,0.0,nan
2025-01-22,product5,"toy,watch",6.96,6.96,0.0,nan
